product,review_content,rating,review_date,variant,source
Amazon Alexa / Echo,easy to setup. love all the things she does.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,have alexa throughout the house----the future has arrived!,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i already have an alexa and with amazon find today i could not resist getting an echo also. it is the best thing i ever did, i use them on each side of the house! and couldn't be happier!",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,arrived as expected.,5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"bought this a few weeks ago -  everything about this product is excellent !!!!! don't forget to buy a charger when ordering, it's a must have to take outside by the pool and not have to worry about hiring an electrician to put in outlets all over the yard.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,terrific,4,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love my echo,5,29-Jul-18,Oak Finish ,kaggle_amazon_alexa
Amazon Alexa / Echo,it’s smaller than the original. looks nicer too.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,works great!,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"my husband and i are what i would call &#34;late adopters&#34; when it come to technology, but we decide we would try and echo to serve primarily as a music source.  wow, were we amazed and the great sound!  we've also been having a great time listening to all of our favorite songs buy just asking alexa.  i may even buy one for my elderly dad - i think he will enjoy having one to listen to music or even place his calls to us!",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i really have enjoyed it.  changing the directv channels, plays iheartradio and pandora , adjusts the ac thermostat and turns the living room lights and outside lights.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i have been wanting one of these for a while now.  bought on prime day and absolutely love it.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,we are so glad that we got the echo over a bluetooth speaker. alexa does so much more stuff than other non smart speakers out there. i personally love the timer feature. it has helped me with cooking multiple things simultaneously. pandora integration is another feature that i use daily. so happy with out prime day purchase. i will get the echo hub and a few more echo dots in the future.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,see subject line.  love it,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love it!,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very easy setup.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i was hesitant to buy the echo because i have the echo dot and it seems good enough. the echo is the same except the sound quality, which i really didn't feel i needed. however, i am so glad i got it. what a difference! the sound really is far superior to the echo dot! now i can listen to the greatest showman with a little more power!",5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,sound quality is great. still learning about all the different things i can do with it. fun!!!,5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,got a good deal and works great with prime.  setup was a bit of a pain but more the fault of crappy internet service.  has worked great with nice sound from small speaker.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it!!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,works great! perfect for my office!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love it--- have one inside house and one by our pool now . just as good as bose speakers around house -,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,easy to use--amazing,5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,nice product a+,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,we love our echo! we were totally amazed at the speaker quality. only bummed we didn’t buy two since we got it on prime day!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very responsive. great sound quality for its size.,5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,it's so efficient and amazing!  how cool!  we all use it often every day...,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i’m impressed with the quality of sound that the echo has, it’s definitely comparable to my bose mini. i only gave 4 stars because i can’t use my apple music account.",4,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,technology in such a small device. the price was good too! the sound is amazing! a must have feature for any home!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,mainly use it for the music but i’m learning more all the time.  really nothing bad to say about it,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i replaced my 1st gen, was concerned about a smaller unit not having the same sound...i was wrong.  if anything it's the same volume, and more clear.  good product.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great addition to my echo plus!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,the best,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love the feature to play music in every room with multiple echos.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i love alexa!  i am surprised how much i use her.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i use this product for enjoyment and i just love it,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,easy to use and has great sound...it was a great purchase at a great price.,5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very easy to set up and have no issues.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,this unit add much pleasure to our echo plus.  we now can have music and information through our home. (or just in one room),5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,it's extremely useful in simple things like spotify and audible and things like that but sometimes it doesn't answer everything i ask but it's still nice to use.,4,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,too difficult to set up.  it keeps timing out before you can enter the password,2,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"just getting use to using the echo. used it for shopping lists, listening to music and as a timer. working great so far.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very cool and lots of fun! used for a week and still learning its capabilities.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"love it, love it!!!!!!!!",5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love it but having a hard time setting up all the apps,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i use it in my office and another at my apartment for music and information,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"it's great for music, a little hard to figure out how it works.",4,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"this was given to my 7 year at the time as a birthday gift from his dad. he loves it, ask alexa anything she has the answer, plus it’s good for homework. so i purchased one on prime day for my bathroom for when i’m getting ready for work. i listen to music at 4am and the base it’s metro booming.. replacement for my clock radio, plus i have the echo dot on my night stand as my alarm clock..",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"very impressed with look, clarity of sound and color.",5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,alexa is amazing! great speaker.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"still getting used to alexa, don't have her connected to our tv yet or other things right now use her for music and information, which she is great!!",5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"works and sounds great! my house is barely 1100sf, and i have this sitting on my kitchen counter. i can hear it, and speak to it from any room. lots of functionality still to discover.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i have had pure fun with my echo.  weather, jokes, news briefing, and music but still so much more to use it for.  a lot of fun for the money.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,use this all the time and especially to communicate with kids throughout the home,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"love it, still learning, makes a lot of things easier, like if you forget to turn a light off and your in another room all you do is ask alexa to turn the light off.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,bought this for my daughter when she turned 9.  she loves it!!  i especially like the calling feature since she doesn’t have a cell phone.  she loves playing music and dancing and with amazon music she can play all her favorite songs ...... sometimes over and over and over again lol!,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,we got this as a wedding gift and haven’t discovered all of its features yet. will update. playing music is great though!,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i am impressed with the sound quality.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"very pleased with my purchase of echo smart speaker - love the fact that i can play music of different genre's whenever i want.had some trouble at first with the wi fi, but it is now working.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"my  wife & i enjoy the ease of playing our music. the games are fun & entertaining, i look forward to adding more smart products to my home.",5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"this is my second echo and i love how it helps me in the kitchen. i can set timers, listen to the news, prepare grocery lists, and get great music.",5,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,the sound quality is good just wish alexa could answer more questions,4,29-Jul-18,Sandstone Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"this is my second echo, i have the dot but the speaker is weak so i purchased this and for listening to music the speaker is great.",5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great sound,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,we really only use this as a speaker to stream music. we’ve had it 7 months and it’s just kinda useless.,4,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"once set up very user friendly. set-up wasn't as user friendly as i'd hoped.. the alexa app should be able to download to a pc without installing [invasive ] drivers. my wife and i are both retired and she wouldn't have been able to install alexa, but if my son wasn't supplying her with a smart phone we wouldn't be using alexa yet.",5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very easy set up. really enjoying it,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"the echo doesn’t come with a built in battery so it has to be plugged in at all times to use it, makes it quite inconvenient.",3,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,more compact and a bit better than the original,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it pretty cool.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i having it in my living room. music sounds really good in my living room . i can hear it upstairs.,5,29-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,this is a great product!  set up was easy.  sound is wonderful.,5,29-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"so far i like it.  i bought it just for some music though, and it sounds pretty good.",4,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love it,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,love it.,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,glad i bought this.,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"like, all types of fun,music, and more",5,28-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i like the volume up and down on the top so i can turn it down quickly.,5,28-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,beyond my capabilities to program. grandkids lve it,3,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love my new echo.  it gives me hours of music and help with other things.it was difficult for me to set it up,  i had to have help from a tekkie",5,28-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,almost as good as my bose. love the whole house music.,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,alexa hardly came on..,1,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"easy setup using the app, which was also easy to install on my phone.  the sound quality while for listening to music on pandora is wonderful!!",5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,"i’m still learning how to use the echo, but so far i love it!",5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,works awesome!,4,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,works great.,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,from such a small speaker it sounds great,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great sound for the size and the prize!! and of course....alexa!,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,if you don't have an echo you definitely need one,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great device.  seems to work better than the 1st generation!,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,very useful,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great prime day buy!,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i love alexa!,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,alexa is easy to operate and set up.  have had it for about 10 days now and love it.,5,28-Jul-18,Charcoal Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,great speaker with a lot of capabilities. very fun to learn how to use it.,5,28-Jul-18,Heather Gray Fabric ,kaggle_amazon_alexa
Amazon Alexa / Echo,i used the product for my phone to look up the weather and watch videos,5,31-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"don’t use it for much as i thought we would. synced with kasa-cam and use it to check up on our baby in the crib a lot. lyrics for music is cool, too. other than that it’s used as a clock and standard dot’ish features.",4,31-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,amazing so far. just got it the other day.,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i like that it's smaller, but it has never understood commands as easily as our first-gen original echo did.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"worthy successor to the echo dot and right at home in the bed room as an alarm clock.  however, for the price it should come with the stand",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love this device! all the functionality of an amazon echo with the added benefit of a video screen. it looks great on my nightstand as a clock (lots of faces to choose from) and displays weather, reminders, etc. i think it can do video calls too but i use facetime for that anyway. it’s a great shape and doesn’t take up a lot of room. i’m planning to get another one for my guest room. awesome for a great price!",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love the echo spot. this bedside alarm clock size device can do what theecho show can do. i was concerned because i already had a large echo in mybedroom that answered to “alexa” like the other devices in my home. i wasconcerned about having both devices answering at the same time when i discoveredthat i had other name choices (not enough for me but just enough to avoid confusion).i named him “echo.” now if i could only choose a male voice. i loved that i could link it tomy security camera and my new doorbell. so many more features. don’t forget to buy thestand/base. so many advantages to having that. read the reviews. highly recommend.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love this little spot more than i thought i would. the sound is great for such a little thing...my music plays nice and loud and clear. the video is terrific...i was watching some prime shows just for the heck of it, and i was really impressed. immediately convinced my mom to buy my sister one for her birthday!only thing that kept me from giving it 5 stars...i really wish it was cordless. i love having it in my kitchen but trying to find a place to plug it in is a pain. and it won’t connect to my bluetooth speaker while playing amazon prime music for some reason, which is a drag when i want to hear it in the dining room during dinner. of course, if it was cordless i could just bring it with me...otherwise, i absolutely love it and will probably buy another one!",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i bought on prime day and so glad i did. it’s easy to use and lots of customization options. i know some reviews said that the screen was small and hard to read, but i disagree.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,honestly i like it but at the same time i don’t i could have bought a smaller one that did the exact same thing for less then half i bought it for the video chat and i have never really used it,2,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"overall it's great and i like that i can see lyrics and the time and  date. however, sometimes it freezes and doesn't respond properly--no error message about lack of connectivity--it just stops. resetting resolves the problem.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love all that you can do with the echo spot!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,the thing i like most about my echo spot is the voice command feature.  you can ask anything and get an answer or play any music without getting up to adjust the echo. easy to use,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"love it!! perfect for an alarm clock replacement, plus so much more!!",5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love the echo spot as it is great for checking the weather along with many other things, but most important it works great as your alarm clock in your bedroom!",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,we absolutely love this product!!! wish we would have bought this instead of the dots!!!,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"we like that we are able to get weather and other information quickly.  you can even hear music played. the speaker is clear.  we are enjoying it.  what we did not like because it was creepy was that the day before my husband played a particular song on our stereo for me.  the next day, i asked the echo to play music from the same artist not specifying any particular song.  the echo played the exact song by that same artist that my husband played on our stereo the day before.  it was a little disconcerting.",5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i like echo spot. i bought it to use as an alarm clock. one negative that i didnt really think about, when you wake up in the morning and are somewhat groggy, its hard to tell alexa to turn off the alarm, or hard to remember commands to snooze for a few minutes. in this case a clock with buttons seems to work better",4,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,this is our second echo spot - to go with out two echo dots - love the look and how alexia responds.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,love my echo spot!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,it is very slow compared to the echo,1,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love the way it is designed. and you have choices for the face.  i use it for my bed side.  i drop in; on my echo in another part of the house frequently without yelling.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"terrific sound for a small device, and nice form factor for the nightstand. i like the convenience of seeing the time and temperature rather than asking alexa. not using video much, but it would be nice if the device had a square/rectangular screen.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,new to alexa. like this spot a lot.,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"it's not perfect, but i really like this little gizmo. i bought it primarily for 2 purposes. first, so i could set wake-up alarms by individual days, and set the wake-up music individually by the day. second, i wanted to control a bedroom light by voice, so i could shut it off as i was falling asleep, without having to get out of bed to turn a switch. the echo spot, together with a smart plug,has been able to accomplish that. a bonus has been getting alexa to play music from my amazon prime playlists.what's not so great is that sometimes alexa has a really hard time understanding instructions, and repeating and altering the way you say things can get pretty frustrating. hopefully the ai gets better in the future, along with added functions.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it.  it is so easy to use,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,put this on my night stand to use as a clock and alarm. works great. every morning i get the weather and news when i get up. also reminds me of all the appointments my wife and i have.,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,love it,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"part of it is my fault, i thought it could be wireless.  though for the price, i still feel like it should be. also the sound quality and volume could be better. i prefer the tap. unless you really want to have the call options but today most of us have phones, computers or ipads. just not worth it.",3,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,very easy to use and much quicker then looking up everything on the cell phone.,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love my new echo spot!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love this clock, i just have to tell it to set my alarm.  no more fussing with buttons!",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,couldn't be more pleased. amazon hit this one out of the park. looks great and runs great. love it!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,responds easily and like the ability to do at night.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,easy setup  love it!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"simply amazing what a awsome device. it never ceases to amaze me, wake up to big bang music, go to sleep softly falling rain. drop in on the kids and keep in touch. i have just scratched the surface as to what this devise can do.",5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i was skeptical at first but &#34;it&#34; grows on you.  it looks good, so far.  i did, however, turn off the camera.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,sound quality is disappointing.,4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i love it!  i especially love that it is so small and does so much.  got rid of my old cd/alarm clock radio.  much more room on nightstand.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,great sound and video plus all the great stuff that alexa has to offer even turns my lights on and off,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,the ease to use product,4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"so far pretty happy with the spot. for me it really is a glorified alarm clock/radio and i know i could have something more cost effective but eh, i like it. i had read the reviews about the scrolling issues and saw the one about how to make that stop and it did. so far so good.",4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i am just entering the &#34;smart&#34; technology world. i haven't figured it all out yet, but so far it's pretty cool!",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"it was smaller than i had anticipated, and when i say that i very much mean it. however, it still works very well! quality sound, easily programmed, easy to work with, but alexa is not anywhere as good as other voice programs.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,,1,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,love my echo spot!,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"great deal, great product!",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,perfect,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i had a couple of echo dots previously - bought these _specifically_ for the ring doorbell video / cloud cam display / interface capabilities. was not disappointed. love the fact that i can ask to see front yard / back yard / front door, etc.the video chat with the other rooms is also quite cool.bonus: “alexa show me ant man trailer, etc”i know this can all be done on laptop/desktop, but it’s cool now having an ‘appliance’ that’s always just there, and it doesn’t interrupt what i’m doing.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"bought this for my bedroom and the show for my living room. love them both. the spot is perfect for bedside and has an impressive design. shows lyrics, photos , etc. i paired it with a smart plug for the bedroom lamps &#34;alexa, turn off lights&#34;, love it.",5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,love that is can do so much! it sits on my nightstand! only improvements i would make is having battery back up capability and the screen could be a tad bigger. but overall i’m happy i have it! would recommend!,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,it was a gift and the recipient love love loves it 😍💋💋💋💋❤!,4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"cool little piece of tech...we’re still learning some of its functions and possibilities, but i can see some potential.  even my ‘technically challenged’ wife already figured out how to video call our daughter.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i have been extremely impressed with the device as a whole. completely changed sleep schedule and replaced my alarm clock. it is the perfect bedside counter device - alarm, wake up music, weather, top news stories, etc. perfect device for what i wanted and does so much more than i expected it to do, calling feature is also a huge selling point. this is a must own item. probably will grab more echos in the future.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"as an alexa device, it works just as well as any of the other products.  unfortunately it doesn't go up from there.  the ability to play videos is very limited.  you can not play youtube and when you can play a video the cropping of the screen makes it look very strange. there is quite a selection of clock faces, and you can control what is displays with one glaring and very annoying exception.  you can't turn off the &#34;things to try&#34; screen you can turn off the screen scroll, but that defeats the purpose of having the screen.  i don't need to be reminded every 5 seconds what things i can do with alexa.  i don't need the advertising, especially at the cost of this device.  overall, its an expensive alexa device with a screen that's not very useful and annoying.  i would not recommend this until the amazon people get their act together and come up with a screen that's actually useful.",2,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,so far so good.,5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"this device is perfect for a smart nightstand clock. i love how it dims based on the ambient light in the room. its the first nightstand clock i have had in my bedroom in years because the lighting and glow from typical alarm clocks bother me when trying to sleep. the screen on this dims when the lights in the room go out and is not bothersome at all.overall a great addition to my smart home. its nice to be able to tell alexa to turn on/off the bedroom lights without even getting out of bed or reaching for your phone. i have a bunch of other alexa devices, but this was the first one with a screen.",5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,"i love this thing. i talk to it through walls and in other rooms. i have been an amazon lover for a while so i have amazon music unlimited, kindle unlimited, prime video, etc., so i was ready for this when it came out. the screen is just so nice to have.the only thing resembling a down side is that it doesn't always perfectly understand which song i want to hear, but i do have a deep southern accent, lower alabama, so i don't speak english anyways.",5,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,smaller than i thought it would be. happy i got a stand so it sits up higher on the bedside table.,4,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,echo spot works well except it does not work with the ring doorbell as it states on the website. since they were sold as a pair i thought that it would be app ready.  unfortunately that is not case.  perhaps ring will update so that they can be integrated.,4,30-Jul-18,White  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,nice,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,i like it,5,30-Jul-18,Black  Spot,kaggle_amazon_alexa
Amazon Alexa / Echo,,1,30-Jul-18,White  Spot,kaggle_amazon_alexa
