platform,product,text,sentiment_label,sentiment_score
web,Apple HomePod Mini,music handoff is a new feature that you wont find on the bigger homepod as it uses the ultra wideband chip the same one as those inside the iphone 11 and iphone 12 to know when one of those phones is being pointed at it,Neutral,0.04545454545454545
web,Apple HomePod Mini,get close point your musicplaying phone at the homepod mini and a little rumble will tell you the music is now playing on the speaker to steal it back simply repeat the procedure and itll come off the small homepod and onto the phone again,Negative,-0.109375
web,Apple HomePod Mini,its a really neat process and one that will delight those who want to just pass music like its magic or cant be bothered fumbling around looking for the airplay icon to play their music on a speaker,Positive,0.35
web,Apple HomePod Mini,there is one thing we do wish apple would give us the option to control the light on the top of the homepod mini is illuminated when its playing music and that makes sense  but if youre using the speaker to help you get to sleep by playing rain sounds or mimicking the ocean and so on its rather bright,Positive,0.5333333333333333
web,Apple HomePod Mini,apple sorely needs a night mode for its speakers  as you want to be able to say hey siri goodnight and not have the homepod scream back ok the scene is set goodnight waking up half the household and lighting up the room when you want to keep listening to music,Positive,0.20833333333333334
web,Apple HomePod Mini,for some people the key reason to buy the new homepod mini isnt the audio quality impressive as it is for the price but the ability to connect your smart home to the world with minimal fuss,Positive,0.2501298701298701
web,Apple HomePod Mini,in that respect the homepod mini is a useful tool when it was announced alongside the iphone 12 apple went to great lengths to talk about how siri is such an intuitive assistant one that could easily help you on your phone in your car and when youre wandering around your home,Positive,0.38333333333333336
web,Apple HomePod Mini,wake up in the morning and ask it to play the news and itll give you an update on whats been happening from a local radio station ask it to alter your smart lights or control smart plugs as long as theyre connected to your home network and itll instantly switch them on and off as requested,Neutral,0.0757142857142857
web,Apple HomePod Mini,these are all things that the homepod was capable of doing when we first reviewed it nearly three years ago and siri hasnt progressed massively as a smart assistant in that time,Positive,0.1910714285714286
web,Apple HomePod Mini,there are some more useful features on hand but it depends on how integrated you are with onboard apple apps youll need to be using the default calendar app to ask what appointments are coming up and having apple maps set up to learn about traffic on your commute,Positive,0.4
web,Apple HomePod Mini,things like asking hey siri whats my update today will give you weather appointments and the latest news as a short podcast but we didnt use this functionality all that much,Positive,0.2333333333333333
web,Apple HomePod Mini,many of these are things that youd mostly do on your phone anyway rather than have audio firing out of your speaker and possibly waking up others in the household if you like your updates first thing in the morning,Positive,0.3125
web,Apple HomePod Mini,interacting with siri is pleasant enough with the cadence of its voice improved to be more naturalsounding in recent months  this is something google and amazon are trying to do with their assistants too and it makes a big difference,Positive,0.24666666666666667
web,Apple HomePod Mini,one thing that still needs improving is apples smart home integration getting devices to pair with your smart setup isnt too hard although there are a few steps to go through but so often we were met with the equivalent of a virtual shrug when trying to turn our smart devices on and off,Neutral,0.030238095238095224
web,Apple HomePod Mini,the amount of times we heard hmmm that device doesnt seem to be responding when asking siri to turn off a set of lamps was annoying especially so when we asked again and eventually found that it managed to comply,Negative,-0.4
web,Apple HomePod Mini,perhaps its a congested wifi network or just siri timing out but it made us lose faith in the system and just resort to turning things on or off manually at times  the homepod mini needs to be faster to act when it works and more consistent in its functionality,Positive,0.375
web,Apple HomePod Mini,also new with the homepod mini is the intercom feature which enables you to tell siri via your phone or homepod to make announcements that are played on other homepod speakers in your home,Neutral,0.005681818181818177
web,Apple HomePod Mini,its a little cumbersome to use as we found ourselves constantly rehearsing our lines to make sure it worked correctly hey siri announce in the living room im sorry for noise i just fell down the stairs was an awkward thing to say for a number of reasons but trying to remember how to phrase the announcement precisely took some getting used to,Neutral,-0.07757936507936507
web,Apple HomePod Mini,this feature is going to be expanded in the months to come  youll be able to make announcements on all devices connected to a household be it iphone or airpods so youll be able to announce things to your family from afar and know that everyone heard,Positive,0.5
web,Apple HomePod Mini,this could be an issue  if someone is having a conversation in a room and you just butt in with an intercom message it might be a little intrusive we understand why apple built this feature in but we rarely used it except for novelty value during our testing,Neutral,0.056249999999999994
web,Apple HomePod Mini,the homepod mini is fine if you live alone but it can handle multiple users and is at its best in a bigger household,Positive,0.3106060606060606
web,Apple HomePod Mini,you need apple music to be able to command tracks with your voice  thats key to enjoying the homepod mini,Positive,0.3333333333333333
web,Apple HomePod Mini,siri can be anything from idiosyncratic to downright annoying at times  if you like the way it behaves youll enjoy the homepod mini a lot more,Neutral,0.033333333333333326
web,Apple HomePod Mini,this is a speaker for those embedded in the apple ecosystem if you dont have an iphone but youre desperate for a homepod you can hack around it but its far from ideal,Positive,0.13333333333333333
web,Apple HomePod Mini,the homepod mini is so much more powerful when you put two together  the sound that the stereo setup brings really enhances the experience,Positive,0.35000000000000003
web,Apple HomePod Mini,apple needs to make the homepod more nighttime friendly and not be so loud or you need to find the perfect moment to ask it questions first thing in the morning,Positive,0.445
web,Apple HomePod Mini,gareth has been part of the consumer technology world in a career spanning three decades he started life as a staff writer on the fledgling techradar and has grew with the site primarily as phones tablets and wearables editor until becoming global editor in chief in 2018 gareth has written over 4000 articles for techradar has contributed expert insight to a number of other publications chaired panels on zeitgeist technologies presented at the gadget show live as well as representing the brand on tv and radio for multiple channels including sky bbc itv and aljazeera passionate about fitness he can bore anyone rigid about stress management sleep tracking heart rate variance as well as bemoaning something about the latest iphone galaxy or oled tv,Positive,0.16392045454545456
